Gender;Umur;Jurusan/Program Studi;Jam Belajar per Hari;Jam Tidur per Hari;IPK;Jumlah Tugas Besar per Minggu;Frekuensi Olahraga;Pemasukan Keluarga;Status Hubungan;Label
Laki-laki;23;Hukum;3;5;02.14;5;Sering;Sedang;Dalam hubungan;Risiko Stres
Perempuan;19;Psikologi;2;9;02.14;1;Jarang;Tinggi;Dalam hubungan;Sehat
Laki-laki;23;Ekonomi;7;8;02.42;5;Kadang;Tinggi;Jomblo;Risiko Stres
Perempuan;22;Sistem Informasi;5;6;02.58;2;Sering;Sedang;Dalam hubungan;Sehat
Laki-laki;24;Ekonomi;5;9;03.57;4;Kadang;Sedang;Jomblo;Sehat
Laki-laki;23;Psikologi;2;6;02.32;2;Jarang;Sedang;Jomblo;Sehat
Perempuan;20;Psikologi;5;5;02.09;4;Sering;Sedang;Jomblo;Risiko Stres
Laki-laki;23;Psikologi;4;9;0,138194444;2;Sering;Tinggi;Jomblo;Sehat
Perempuan;23;Kedokteran;5;8;0,140972222;5;Jarang;Tinggi;Jomblo;Sehat
Perempuan;22;Teknik Informatika;5;6;02.09;2;Sering;Tinggi;Jomblo;Sehat
Laki-laki;25;Sistem Informasi;5;8;0,170138889;5;Jarang;Rendah;Jomblo;Risiko Stres
Perempuan;21;Ekonomi;4;5;02.02;5;Sering;Sedang;Dalam hubungan;Risiko Stres
Perempuan;22;Ekonomi;7;9;03.41;1;Jarang;Tinggi;Jomblo;Sehat
Perempuan;20;Hukum;5;9;0,130555556;5;Kadang;Tinggi;Dalam hubungan;Sehat
Perempuan;21;Psikologi;6;3;0,126388889;0;Kadang;Tinggi;Dalam hubungan;Risiko Stres
Perempuan;18;Desain Komunikasi Visual;4;7;0,185416667;2;Kadang;Sedang;Dalam hubungan;Sehat
Laki-laki;18;Psikologi;2;7;02.05;3;Sering;Sedang;Dalam hubungan;Sehat
Perempuan;25;Psikologi;1;8;03.29;3;Jarang;Sedang;Dalam hubungan;Sehat
Perempuan;20;Desain Komunikasi Visual;2;9;02.55;3;Jarang;Tinggi;Jomblo;Risiko Stres
Perempuan;22;Ekonomi;1;6;03.01;0;Kadang;Sedang;Jomblo;Sehat
Perempuan;19;Hukum;2;8;03.57;5;Kadang;Tinggi;Dalam hubungan;Sehat
Perempuan;20;Teknik Informatika;6;8;0,177777778;2;Kadang;Rendah;Dalam hubungan;Sehat
Laki-laki;24;Desain Komunikasi Visual;1;4;0,172222222;4;Jarang;Sedang;Dalam hubungan;Risiko Stres
Perempuan;21;Kedokteran;1;9;03.16;4;Kadang;Sedang;Jomblo;Sehat
Laki-laki;21;Sistem Informasi;3;7;02.05;1;Sering;Tinggi;Dalam hubungan;Sehat
Laki-laki;23;Desain Komunikasi Visual;1;9;03.32;0;Kadang;Sedang;Jomblo;Sehat
Laki-laki;18;Teknik Informatika;1;5;03.42;2;Kadang;Sedang;Jomblo;Sehat
Laki-laki;25;Ekonomi;3;8;02.02;5;Jarang;Tinggi;Dalam hubungan;Risiko Stres
Perempuan;21;Kedokteran;5;4;0,144444444;3;Sering;Tinggi;Jomblo;Sehat
Laki-laki;20;Kedokteran;5;4;0,172916667;0;Jarang;Tinggi;Jomblo;Sehat
Laki-laki;21;Kedokteran;3;7;0,151388889;0;Sering;Rendah;Jomblo;Sehat
Perempuan;25;Psikologi;4;7;0,126388889;2;Sering;Tinggi;Dalam hubungan;Sehat
Perempuan;25;Sistem Informasi;1;7;0,176388889;5;Kadang;Sedang;Dalam hubungan;Sehat
Perempuan;25;Ekonomi;1;5;02.31;1;Kadang;Rendah;Dalam hubungan;Risiko Stres
Laki-laki;20;Ekonomi;3;4;02.41;5;Jarang;Tinggi;Dalam hubungan;Risiko Stres
Perempuan;19;Kedokteran;3;6;03.37;1;Jarang;Rendah;Dalam hubungan;Sehat
Perempuan;23;Ekonomi;4;5;02.07;1;Jarang;Rendah;Dalam hubungan;Risiko Stres
Laki-laki;18;Sistem Informasi;6;3;03.43;3;Sering;Sedang;Dalam hubungan;Risiko Stres
Perempuan;21;Sistem Informasi;5;8;02.32;3;Jarang;Rendah;Dalam hubungan;Risiko Stres
Perempuan;20;Hukum;2;7;02.05;2;Sering;Tinggi;Jomblo;Sehat
Perempuan;22;Desain Komunikasi Visual;6;4;02.31;5;Sering;Rendah;Dalam hubungan;Risiko Stres
Perempuan;18;Desain Komunikasi Visual;7;8;0,188194444;1;Sering;Rendah;Jomblo;Sehat
Laki-laki;19;Hukum;5;9;0,139583333;2;Sering;Sedang;Jomblo;Sehat
Perempuan;20;Teknik Informatika;1;5;0,129861111;1;Sering;Sedang;Dalam hubungan;Sehat
Perempuan;24;Desain Komunikasi Visual;7;3;02.03;0;Kadang;Tinggi;Jomblo;Risiko Stres
Laki-laki;24;Sistem Informasi;6;9;02.31;4;Sering;Sedang;Jomblo;Risiko Stres
Perempuan;23;Sistem Informasi;3;5;0,141666667;4;Sering;Tinggi;Dalam hubungan;Sehat
Laki-laki;23;Desain Komunikasi Visual;4;5;02.14;1;Kadang;Tinggi;Jomblo;Sehat
Perempuan;19;Sistem Informasi;5;6;03.02;2;Kadang;Sedang;Dalam hubungan;Sehat
Laki-laki;19;Hukum;4;8;0,146527778;3;Kadang;Rendah;Jomblo;Sehat
Laki-laki;23;Kedokteran;7;6;03.53;5;Jarang;Sedang;Jomblo;Risiko Stres
Laki-laki;21;Kedokteran;5;5;03.32;1;Jarang;Rendah;Dalam hubungan;Risiko Stres
Laki-laki;21;Ekonomi;6;3;0,145138889;1;Sering;Rendah;Jomblo;Risiko Stres
Perempuan;20;Kedokteran;1;4;02.45;5;Sering;Tinggi;Jomblo;Risiko Stres
Laki-laki;22;Psikologi;2;4;03.45;3;Sering;Tinggi;Dalam hubungan;Sehat
Perempuan;20;Hukum;4;9;03.42;1;Sering;Sedang;Dalam hubungan;Sehat
Laki-laki;22;Sistem Informasi;4;8;02.31;0;Kadang;Rendah;Jomblo;Sehat
Laki-laki;19;Desain Komunikasi Visual;2;7;0,182638889;3;Jarang;Sedang;Jomblo;Sehat
Laki-laki;18;Kedokteran;4;7;02.13;0;Kadang;Tinggi;Dalam hubungan;Sehat
Perempuan;20;Hukum;4;4;02.11;4;Jarang;Rendah;Jomblo;Risiko Stres
Laki-laki;20;Kedokteran;5;5;02.37;5;Kadang;Sedang;Dalam hubungan;Risiko Stres
Perempuan;22;Teknik Informatika;5;5;0,181944444;3;Sering;Sedang;Dalam hubungan;Sehat
Perempuan;25;Sistem Informasi;2;6;03.04;3;Jarang;Tinggi;Dalam hubungan;Sehat
Perempuan;19;Teknik Informatika;7;8;03.58;2;Sering;Tinggi;Jomblo;Sehat
Perempuan;19;Sistem Informasi;1;6;02.46;2;Jarang;Tinggi;Jomblo;Sehat
Perempuan;24;Hukum;6;7;0,151388889;5;Jarang;Tinggi;Jomblo;Risiko Stres
Perempuan;25;Ekonomi;6;4;0,133333333;3;Sering;Sedang;Dalam hubungan;Risiko Stres
Perempuan;22;Kedokteran;7;9;0,170833333;4;Sering;Tinggi;Jomblo;Sehat
Perempuan;19;Kedokteran;4;5;02.05;1;Sering;Tinggi;Dalam hubungan;Sehat
Perempuan;25;Psikologi;1;4;02.49;5;Kadang;Sedang;Jomblo;Risiko Stres
Laki-laki;23;Desain Komunikasi Visual;2;3;02.31;5;Jarang;Sedang;Dalam hubungan;Risiko Stres
Laki-laki;25;Teknik Informatika;7;4;0,175;2;Jarang;Rendah;Dalam hubungan;Risiko Stres
Laki-laki;21;Kedokteran;2;3;0,148611111;4;Jarang;Sedang;Jomblo;Risiko Stres
Laki-laki;24;Hukum;5;6;0,139583333;5;Sering;Rendah;Dalam hubungan;Sehat
Laki-laki;23;Ekonomi;4;6;02.09;4;Jarang;Tinggi;Jomblo;Sehat
Perempuan;18;Desain Komunikasi Visual;3;7;0,190277778;5;Jarang;Rendah;Jomblo;Risiko Stres
Perempuan;20;Hukum;2;4;03.07;2;Sering;Rendah;Jomblo;Sehat
Perempuan;24;Teknik Informatika;7;4;03.41;1;Sering;Tinggi;Jomblo;Sehat
Perempuan;18;Psikologi;4;3;02.58;2;Jarang;Tinggi;Jomblo;Risiko Stres
Perempuan;20;Kedokteran;1;6;02.33;5;Kadang;Tinggi;Dalam hubungan;Sehat
Perempuan;21;Hukum;7;3;0,183333333;4;Sering;Rendah;Jomblo;Risiko Stres
Perempuan;25;Desain Komunikasi Visual;5;6;0,142361111;0;Kadang;Sedang;Dalam hubungan;Sehat
Laki-laki;19;Sistem Informasi;6;3;02.56;2;Kadang;Sedang;Jomblo;Risiko Stres
Laki-laki;23;Ekonomi;1;6;0,148611111;4;Kadang;Sedang;Dalam hubungan;Sehat
Laki-laki;22;Desain Komunikasi Visual;2;3;0,183333333;2;Kadang;Tinggi;Dalam hubungan;Sehat
Laki-laki;23;Hukum;2;9;0,136805556;5;Sering;Tinggi;Jomblo;Sehat
Perempuan;21;Ekonomi;1;6;03.13;4;Jarang;Sedang;Dalam hubungan;Sehat
Perempuan;18;Kedokteran;2;8;0,167361111;1;Jarang;Tinggi;Jomblo;Sehat
Perempuan;22;Sistem Informasi;7;3;0,142361111;4;Sering;Rendah;Jomblo;Risiko Stres
Laki-laki;19;Psikologi;4;4;02.47;3;Sering;Rendah;Jomblo;Risiko Stres
Perempuan;21;Desain Komunikasi Visual;2;7;0,19375;0;Kadang;Tinggi;Dalam hubungan;Sehat
Perempuan;22;Psikologi;5;8;0,188194444;5;Kadang;Sedang;Dalam hubungan;Sehat
Perempuan;21;Sistem Informasi;4;8;0,172916667;4;Sering;Sedang;Dalam hubungan;Sehat
Laki-laki;25;Ekonomi;7;3;03.38;5;Jarang;Rendah;Dalam hubungan;Risiko Stres
Perempuan;21;Kedokteran;3;7;02.59;2;Kadang;Tinggi;Jomblo;Sehat
Laki-laki;19;Hukum;2;4;0,182638889;2;Sering;Sedang;Jomblo;Sehat
Laki-laki;24;Sistem Informasi;2;8;02.55;4;Sering;Sedang;Dalam hubungan;Sehat
Laki-laki;20;Teknik Informatika;5;4;03.06;3;Sering;Tinggi;Dalam hubungan;Sehat
Laki-laki;22;Ekonomi;7;6;0,183333333;4;Kadang;Tinggi;Jomblo;Sehat
Perempuan;25;Psikologi;5;9;03.21;1;Sering;Sedang;Dalam hubungan;Sehat
Laki-laki;19;Desain Komunikasi Visual;6;7;0,167361111;3;Jarang;Tinggi;Jomblo;Risiko Stres
Laki-laki;21;Sistem Informasi;7;9;03.58;5;Sering;Tinggi;Dalam hubungan;Sehat
Perempuan;25;Psikologi;1;5;02.39;4;Kadang;Tinggi;Dalam hubungan;Risiko Stres
Perempuan;19;Ekonomi;1;6;03.34;5;Jarang;Sedang;Dalam hubungan;Sehat
Laki-laki;24;Psikologi;1;7;02.19;0;Jarang;Rendah;Jomblo;Risiko Stres
Perempuan;25;Sistem Informasi;5;3;03.02;3;Sering;Tinggi;Jomblo;Sehat
Laki-laki;25;Ekonomi;1;9;02.32;4;Sering;Sedang;Dalam hubungan;Sehat
Laki-laki;20;Teknik Informatika;7;3;0,140972222;0;Jarang;Rendah;Dalam hubungan;Risiko Stres
Laki-laki;23;Sistem Informasi;1;4;0,171527778;4;Sering;Sedang;Dalam hubungan;Sehat
Laki-laki;22;Hukum;3;8;0,192361111;1;Kadang;Sedang;Dalam hubungan;Sehat
Perempuan;20;Kedokteran;1;9;0,127777778;2;Jarang;Sedang;Dalam hubungan;Sehat
Laki-laki;18;Sistem Informasi;2;5;03.06;5;Sering;Rendah;Dalam hubungan;Risiko Stres
Perempuan;22;Ekonomi;6;3;03.02;4;Jarang;Sedang;Dalam hubungan;Risiko Stres
Perempuan;20;Desain Komunikasi Visual;5;7;0,188194444;3;Sering;Rendah;Dalam hubungan;Sehat
Perempuan;21;Kedokteran;4;9;0,15;4;Sering;Tinggi;Jomblo;Sehat
Perempuan;22;Sistem Informasi;6;9;03.04;4;Kadang;Rendah;Jomblo;Risiko Stres
Laki-laki;22;Teknik Informatika;3;8;0,183333333;4;Sering;Sedang;Jomblo;Sehat
Perempuan;19;Desain Komunikasi Visual;5;8;0,135416667;4;Sering;Rendah;Jomblo;Sehat
Laki-laki;21;Teknik Informatika;7;7;03.08;3;Sering;Sedang;Dalam hubungan;Sehat
Perempuan;18;Hukum;5;8;0,182638889;3;Kadang;Tinggi;Jomblo;Sehat
Perempuan;23;Desain Komunikasi Visual;2;3;0,184722222;4;Sering;Rendah;Jomblo;Risiko Stres
Laki-laki;25;Psikologi;7;7;02.54;2;Sering;Tinggi;Dalam hubungan;Sehat
Laki-laki;24;Desain Komunikasi Visual;6;7;02.08;4;Sering;Rendah;Jomblo;Risiko Stres
Laki-laki;20;Kedokteran;6;4;0,176388889;5;Jarang;Sedang;Jomblo;Risiko Stres
Perempuan;19;Desain Komunikasi Visual;1;5;0,133333333;5;Kadang;Rendah;Jomblo;Risiko Stres
Perempuan;20;Ekonomi;7;9;03.02;3;Jarang;Tinggi;Jomblo;Risiko Stres
Laki-laki;18;Ekonomi;2;4;02.24;5;Kadang;Rendah;Jomblo;Risiko Stres
Laki-laki;25;Psikologi;1;5;02.11;5;Kadang;Tinggi;Dalam hubungan;Risiko Stres
Laki-laki;18;Desain Komunikasi Visual;1;7;0,140277778;1;Jarang;Tinggi;Dalam hubungan;Sehat
Laki-laki;22;Teknik Informatika;5;9;03.16;4;Kadang;Sedang;Dalam hubungan;Sehat
Perempuan;24;Teknik Informatika;6;8;0,138194444;4;Kadang;Rendah;Jomblo;Risiko Stres
Laki-laki;18;Sistem Informasi;1;5;03.16;4;Jarang;Tinggi;Jomblo;Risiko Stres
Laki-laki;20;Hukum;3;7;03.03;4;Sering;Sedang;Jomblo;Sehat
Laki-laki;21;Kedokteran;3;7;03.37;0;Kadang;Sedang;Dalam hubungan;Sehat
Laki-laki;21;Hukum;6;4;03.03;4;Jarang;Sedang;Jomblo;Risiko Stres
Perempuan;22;Desain Komunikasi Visual;3;4;0,142361111;3;Kadang;Tinggi;Jomblo;Sehat
Laki-laki;23;Hukum;5;8;0,142361111;3;Jarang;Rendah;Jomblo;Risiko Stres
Perempuan;20;Sistem Informasi;2;6;02.28;0;Sering;Tinggi;Jomblo;Sehat
Laki-laki;20;Hukum;4;3;03.03;4;Kadang;Sedang;Dalam hubungan;Sehat
Laki-laki;18;Psikologi;1;6;03.17;2;Sering;Tinggi;Dalam hubungan;Sehat
Perempuan;24;Sistem Informasi;4;6;0,149305556;4;Sering;Tinggi;Jomblo;Sehat
Laki-laki;20;Psikologi;2;9;0,128472222;3;Jarang;Sedang;Dalam hubungan;Risiko Stres
Perempuan;19;Desain Komunikasi Visual;2;9;03.44;1;Kadang;Rendah;Dalam hubungan;Sehat
Perempuan;23;Sistem Informasi;5;8;02.15;5;Kadang;Sedang;Dalam hubungan;Sehat
Laki-laki;18;Desain Komunikasi Visual;3;9;0,182638889;1;Kadang;Sedang;Jomblo;Sehat
Perempuan;19;Desain Komunikasi Visual;3;5;02.04;2;Kadang;Tinggi;Dalam hubungan;Sehat
Perempuan;22;Hukum;2;8;0,188888889;4;Kadang;Sedang;Dalam hubungan;Sehat
Perempuan;21;Psikologi;5;8;0,147222222;0;Jarang;Tinggi;Jomblo;Sehat
Perempuan;22;Desain Komunikasi Visual;5;7;0,140972222;4;Kadang;Sedang;Dalam hubungan;Sehat
Perempuan;21;Psikologi;6;7;02.51;2;Sering;Sedang;Dalam hubungan;Sehat
Perempuan;22;Psikologi;7;7;02.02;2;Sering;Rendah;Dalam hubungan;Risiko Stres
Perempuan;20;Sistem Informasi;1;3;02.55;5;Kadang;Sedang;Jomblo;Risiko Stres
Perempuan;19;Ekonomi;7;5;02.22;2;Jarang;Rendah;Jomblo;Risiko Stres
Laki-laki;21;Hukum;3;5;03.32;1;Jarang;Sedang;Dalam hubungan;Sehat
Laki-laki;18;Desain Komunikasi Visual;2;7;0,127777778;5;Kadang;Sedang;Jomblo;Sehat
Perempuan;19;Psikologi;6;6;03.53;4;Sering;Sedang;Jomblo;Sehat
Laki-laki;18;Kedokteran;4;3;02.41;4;Kadang;Rendah;Jomblo;Risiko Stres
Perempuan;19;Ekonomi;3;6;03.08;0;Kadang;Tinggi;Dalam hubungan;Sehat
Perempuan;19;Desain Komunikasi Visual;1;4;03.05;2;Kadang;Rendah;Dalam hubungan;Sehat
Laki-laki;22;Kedokteran;5;5;02.23;2;Jarang;Sedang;Jomblo;Risiko Stres
Perempuan;21;Hukum;2;5;02.08;3;Jarang;Tinggi;Dalam hubungan;Risiko Stres
Perempuan;21;Hukum;3;6;02.41;5;Sering;Sedang;Jomblo;Sehat
Perempuan;24;Psikologi;4;3;02.04;3;Sering;Rendah;Jomblo;Risiko Stres
Perempuan;19;Psikologi;1;5;03.01;5;Kadang;Rendah;Dalam hubungan;Risiko Stres
Laki-laki;20;Desain Komunikasi Visual;1;6;03.34;1;Sering;Tinggi;Jomblo;Sehat
Perempuan;20;Sistem Informasi;6;8;0,181944444;5;Kadang;Rendah;Jomblo;Risiko Stres
Perempuan;18;Ekonomi;3;8;03.00;4;Sering;Sedang;Jomblo;Sehat
Perempuan;18;Desain Komunikasi Visual;4;9;0,189583333;0;Kadang;Tinggi;Jomblo;Sehat
Laki-laki;22;Ekonomi;1;3;0,186111111;5;Jarang;Sedang;Dalam hubungan;Risiko Stres
Perempuan;19;Psikologi;2;6;0,175694444;5;Kadang;Tinggi;Jomblo;Sehat
Laki-laki;18;Hukum;1;9;03.00;5;Jarang;Tinggi;Dalam hubungan;Sehat
Laki-laki;18;Psikologi;4;8;02.28;0;Jarang;Sedang;Jomblo;Sehat
Perempuan;23;Hukum;5;3;02.44;2;Sering;Rendah;Dalam hubungan;Risiko Stres
Perempuan;19;Desain Komunikasi Visual;5;9;03.03;0;Sering;Sedang;Jomblo;Sehat
Laki-laki;25;Hukum;6;7;0,141666667;2;Jarang;Rendah;Jomblo;Risiko Stres
Perempuan;22;Psikologi;3;3;02.29;4;Kadang;Rendah;Dalam hubungan;Risiko Stres
Laki-laki;18;Teknik Informatika;4;4;0,15;0;Kadang;Sedang;Dalam hubungan;Sehat
Laki-laki;22;Ekonomi;6;7;02.03;2;Sering;Tinggi;Jomblo;Sehat
Perempuan;21;Kedokteran;7;9;03.47;4;Kadang;Sedang;Jomblo;Sehat
Perempuan;22;Hukum;1;6;02.15;4;Kadang;Tinggi;Jomblo;Sehat
Laki-laki;25;Hukum;7;7;03.26;2;Kadang;Rendah;Jomblo;Sehat
Laki-laki;20;Teknik Informatika;1;7;03.59;2;Jarang;Tinggi;Jomblo;Sehat
Laki-laki;25;Desain Komunikasi Visual;5;9;02.27;1;Jarang;Sedang;Dalam hubungan;Sehat
Laki-laki;20;Desain Komunikasi Visual;6;6;03.04;4;Kadang;Tinggi;Dalam hubungan;Sehat
Perempuan;22;Desain Komunikasi Visual;5;6;03.56;2;Sering;Rendah;Jomblo;Sehat
Perempuan;20;Kedokteran;2;8;02.52;4;Kadang;Rendah;Dalam hubungan;Risiko Stres
Perempuan;21;Sistem Informasi;7;4;02.33;0;Sering;Tinggi;Dalam hubungan;Risiko Stres
Perempuan;19;Teknik Informatika;7;6;0,129861111;3;Jarang;Rendah;Jomblo;Risiko Stres
Perempuan;20;Kedokteran;5;5;03.11;3;Kadang;Rendah;Dalam hubungan;Risiko Stres
Laki-laki;20;Teknik Informatika;2;5;03.15;5;Kadang;Tinggi;Jomblo;Sehat
Perempuan;22;Hukum;1;4;02.26;2;Sering;Rendah;Dalam hubungan;Risiko Stres
Perempuan;21;Ekonomi;6;3;0,147222222;2;Sering;Tinggi;Dalam hubungan;Sehat
Perempuan;24;Teknik Informatika;2;9;02.54;4;Kadang;Tinggi;Dalam hubungan;Sehat
Perempuan;24;Sistem Informasi;6;3;0,172222222;5;Kadang;Rendah;Dalam hubungan;Risiko Stres
Perempuan;24;Psikologi;7;5;0,127083333;2;Sering;Tinggi;Dalam hubungan;Risiko Stres
Laki-laki;24;Kedokteran;6;6;0,172222222;4;Jarang;Rendah;Jomblo;Risiko Stres
Laki-laki;19;Teknik Informatika;7;4;0,143055556;2;Sering;Rendah;Dalam hubungan;Risiko Stres
Laki-laki;25;Teknik Informatika;2;3;03.45;4;Kadang;Rendah;Jomblo;Risiko Stres
Perempuan;22;Sistem Informasi;7;3;03.02;2;Jarang;Sedang;Dalam hubungan;Risiko Stres
Laki-laki;22;Ekonomi;3;9;03.24;1;Jarang;Rendah;Dalam hubungan;Sehat
Laki-laki;23;Teknik Informatika;7;7;0,138194444;4;Jarang;Tinggi;Dalam hubungan;Risiko Stres
Perempuan;21;Teknik Informatika;5;5;03.54;1;Jarang;Tinggi;Jomblo;Sehat
Perempuan;24;Ekonomi;2;6;0,142361111;1;Kadang;Tinggi;Dalam hubungan;Sehat
Perempuan;19;Sistem Informasi;1;4;0,146527778;1;Jarang;Sedang;Dalam hubungan;Sehat
Laki-laki;21;Kedokteran;6;3;03.04;1;Sering;Sedang;Jomblo;Sehat
Laki-laki;24;Kedokteran;4;9;0,170833333;0;Sering;Tinggi;Jomblo;Sehat
Perempuan;19;Teknik Informatika;2;7;03.32;5;Sering;Tinggi;Jomblo;Sehat
Perempuan;21;Ekonomi;5;5;02.07;3;Kadang;Sedang;Dalam hubungan;Risiko Stres
Laki-laki;22;Teknik Informatika;7;5;03.34;0;Jarang;Tinggi;Dalam hubungan;Risiko Stres
Laki-laki;22;Desain Komunikasi Visual;6;9;03.28;2;Sering;Rendah;Dalam hubungan;Sehat
Perempuan;25;Psikologi;3;4;0,184722222;2;Sering;Rendah;Dalam hubungan;Sehat
Perempuan;18;Kedokteran;1;3;0,172222222;5;Sering;Tinggi;Jomblo;Sehat
Laki-laki;25;Desain Komunikasi Visual;3;4;03.29;3;Jarang;Rendah;Jomblo;Risiko Stres
Perempuan;20;Hukum;4;9;0,130555556;3;Sering;Tinggi;Dalam hubungan;Sehat
Laki-laki;25;Psikologi;2;9;03.56;3;Jarang;Sedang;Jomblo;Sehat
Laki-laki;24;Teknik Informatika;6;4;03.15;1;Jarang;Tinggi;Jomblo;Risiko Stres
Laki-laki;23;Sistem Informasi;2;8;0,192361111;0;Jarang;Sedang;Jomblo;Sehat
Laki-laki;21;Kedokteran;5;7;02.05;2;Kadang;Rendah;Dalam hubungan;Sehat
Perempuan;23;Hukum;2;5;02.16;0;Kadang;Rendah;Jomblo;Risiko Stres
Perempuan;18;Psikologi;1;8;02.14;0;Jarang;Rendah;Dalam hubungan;Risiko Stres
Laki-laki;20;Kedokteran;4;6;03.28;0;Jarang;Tinggi;Dalam hubungan;Sehat
Laki-laki;21;Ekonomi;3;5;0,186111111;3;Kadang;Sedang;Dalam hubungan;Sehat
Laki-laki;19;Sistem Informasi;4;5;02.00;5;Kadang;Sedang;Jomblo;Risiko Stres
Laki-laki;24;Psikologi;6;7;03.45;5;Jarang;Rendah;Jomblo;Risiko Stres
Laki-laki;20;Ekonomi;2;6;03.31;3;Kadang;Rendah;Jomblo;Sehat
Perempuan;22;Desain Komunikasi Visual;6;3;03.46;2;Sering;Sedang;Jomblo;Sehat
Perempuan;18;Teknik Informatika;3;6;0,132638889;2;Jarang;Tinggi;Dalam hubungan;Sehat
Perempuan;20;Ekonomi;6;3;0,169444444;2;Jarang;Rendah;Dalam hubungan;Risiko Stres
Perempuan;24;Psikologi;5;6;02.09;5;Kadang;Tinggi;Dalam hubungan;Sehat
Laki-laki;25;Psikologi;4;4;03.51;5;Sering;Rendah;Jomblo;Risiko Stres
Laki-laki;20;Desain Komunikasi Visual;3;9;02.53;0;Kadang;Rendah;Jomblo;Sehat
Laki-laki;25;Teknik Informatika;3;6;0,149305556;3;Sering;Tinggi;Jomblo;Sehat
Laki-laki;24;Ekonomi;7;8;0,170138889;1;Sering;Tinggi;Dalam hubungan;Sehat
Laki-laki;22;Ekonomi;3;8;02.54;0;Jarang;Tinggi;Dalam hubungan;Sehat
Perempuan;21;Teknik Informatika;7;7;02.37;4;Sering;Tinggi;Jomblo;Risiko Stres
Laki-laki;19;Ekonomi;1;9;03.36;5;Jarang;Sedang;Dalam hubungan;Sehat
Perempuan;22;Kedokteran;7;9;03.07;0;Sering;Sedang;Dalam hubungan;Sehat
Perempuan;25;Teknik Informatika;4;3;03.03;3;Jarang;Rendah;Jomblo;Risiko Stres
Perempuan;25;Sistem Informasi;6;5;02.51;4;Sering;Rendah;Jomblo;Risiko Stres
Perempuan;19;Psikologi;7;7;02.07;0;Kadang;Rendah;Dalam hubungan;Risiko Stres
Laki-laki;21;Sistem Informasi;3;8;0,140277778;3;Sering;Sedang;Jomblo;Sehat
Perempuan;20;Kedokteran;4;8;02.21;3;Kadang;Tinggi;Dalam hubungan;Sehat
Perempuan;19;Desain Komunikasi Visual;7;3;0,18125;5;Sering;Rendah;Jomblo;Risiko Stres
Perempuan;18;Kedokteran;7;8;02.08;1;Sering;Sedang;Dalam hubungan;Sehat
Laki-laki;18;Hukum;3;8;0,143055556;0;Jarang;Rendah;Jomblo;Sehat
Laki-laki;24;Hukum;5;3;02.01;3;Sering;Sedang;Jomblo;Risiko Stres
Laki-laki;22;Hukum;5;8;02.19;2;Sering;Tinggi;Jomblo;Sehat
Perempuan;25;Teknik Informatika;7;5;03.32;3;Sering;Sedang;Dalam hubungan;Risiko Stres
Perempuan;21;Ekonomi;5;4;03.29;1;Kadang;Tinggi;Dalam hubungan;Sehat
Laki-laki;24;Kedokteran;2;7;02.07;3;Jarang;Rendah;Jomblo;Risiko Stres
Perempuan;22;Sistem Informasi;3;5;02.00;5;Jarang;Tinggi;Dalam hubungan;Risiko Stres
Laki-laki;22;Desain Komunikasi Visual;2;5;02.16;0;Sering;Sedang;Dalam hubungan;Sehat
Laki-laki;24;Sistem Informasi;4;4;03.53;5;Sering;Rendah;Jomblo;Risiko Stres
Perempuan;23;Sistem Informasi;2;9;03.17;0;Kadang;Rendah;Jomblo;Sehat
Perempuan;22;Sistem Informasi;4;7;02.08;4;Sering;Sedang;Jomblo;Sehat
Perempuan;23;Desain Komunikasi Visual;7;5;0,151388889;0;Jarang;Tinggi;Dalam hubungan;Risiko Stres
Perempuan;18;Hukum;4;8;03.42;4;Jarang;Sedang;Jomblo;Sehat
Laki-laki;18;Sistem Informasi;4;4;0,176388889;5;Kadang;Tinggi;Dalam hubungan;Sehat
Laki-laki;22;Desain Komunikasi Visual;6;9;0,185416667;2;Kadang;Tinggi;Dalam hubungan;Sehat
Laki-laki;18;Desain Komunikasi Visual;2;7;0,128472222;1;Jarang;Rendah;Dalam hubungan;Risiko Stres
Laki-laki;21;Ekonomi;6;6;02.27;2;Kadang;Tinggi;Jomblo;Sehat
Laki-laki;23;Desain Komunikasi Visual;7;3;02.47;4;Sering;Rendah;Jomblo;Risiko Stres
Perempuan;23;Hukum;3;8;03.55;3;Sering;Sedang;Dalam hubungan;Sehat
Laki-laki;22;Sistem Informasi;2;4;0,190277778;3;Kadang;Sedang;Dalam hubungan;Sehat
Laki-laki;18;Desain Komunikasi Visual;3;3;0,147916667;2;Jarang;Rendah;Jomblo;Risiko Stres
Laki-laki;19;Teknik Informatika;3;9;0,125694444;3;Kadang;Rendah;Jomblo;Risiko Stres
Perempuan;25;Desain Komunikasi Visual;4;9;0,143055556;4;Jarang;Tinggi;Jomblo;Sehat
Perempuan;24;Psikologi;2;6;0,125694444;5;Kadang;Rendah;Jomblo;Risiko Stres
Perempuan;24;Psikologi;3;5;02.51;1;Kadang;Sedang;Jomblo;Sehat
Perempuan;23;Psikologi;5;5;03.19;0;Kadang;Rendah;Jomblo;Sehat
Laki-laki;22;Desain Komunikasi Visual;3;7;02.03;4;Sering;Rendah;Jomblo;Risiko Stres
Laki-laki;22;Hukum;5;4;02.52;4;Sering;Rendah;Jomblo;Risiko Stres
